"","SITE_ID","DATE_COL","DATECHEM","PH_FIELD","PH_LAB","COND","ANC","TURB","TOC","DOC","NH4N_PPM","NO3_NO2","NTL_PPM","PTL","CL_PPM","NO3N_PPM","SO4_PPM","CA_PPM","MG_PPM","NA_PPM","K_PPM","COLOR","SIO2","NH4ION","CATSUM","ANSUM2","CHLA","SECMEAN","VISIT_NO","LAT_DD","LON_DD","ST","EPA_REG","URBAN","NUT_REG","NUTREG_NAME","ECO_NUTA","LAKE_ORIGIN","ECO3_X_ORIGIN","REF_CLUSTER","RT_NLA","HUC_2","HUC_8","DO2_2M","SAMPLED","REPEAT","ALBERS_X","ALBERS_Y","FLD_LON_DD","FLD_LAT_DD","STATE_NAME","CNTYNAME","NHDNAME","LAKENAME","MDCATY","WGT","WGT_NLA","ADJWGT_CAT","WSA_ECO3","WSA_ECO9","ECO_LEV_3","ECO_L3_NAM","REFCLUS_NAME","REF_NUTR","AREA_HA","SIZE_CLASS","LAKEAREA","LAKEPERIM","SLD","DEPTH_X","DEPTHMAX","ELEV_PT","COM_ID","REACHCODE","DATEPHAB","CLASSP","EcoP6","ssiBedBld","ssiNATBedBld","rviLowWood","RVegQ_7","RVegQ_8","L_RVegQ_8","LRCVQ_7A","LRCVQ_7B","LRCVQ_7C","LRCVQ_7D","LRCVQ_8D","L_LRCVQ_8D","ElevXLat","ElevDLat","ElevXLon","XER","XER_X_Elev","WMT","RDisIXAgAdj5","RDisIXAgAdj4","RDisIXAgAdj3","RDisIXAgAdj2","RDis_InEx","RDis_IX","RvegQ_Var","RVegQ","LogRVegQ","LitCvrQ_Var","LitCvrQ","LogLitCvrQ","LitRipCVQ_Var","LitRipCVQ","LogLitRipCvQ","RVeg_OE","LitCvr_OE","LitRipCvr_OE","DATE_SECCHI","NTL","CLEAR_TO_BOTTOM","TSTATE_TP","TSTATE_TN","TSTATE_CHL","TSTATE_SECCHI"
"2432","NLA06608-1060","8/14/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37.66794,-88.83968,"IL","Region_5","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","PLNLOW MAN-MADE","D","SO-SO",5,5140204,NA,"YES","YES",625026.1,42379.24,-88.83882,37.67001,"Illinois","WILLIAMSON","","",0.001312891,754.3454,453.2082,"IL","PLNLOW","TPL",72,"Interior River Valleys and Hills","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)","Y",5.15435,"01: <10 ha",0.0515435,1.516988,1.884909,1.8,1.8,132.18,10144919,5.140204e+12,"8/14/2007","S","CENPL",0,0,0.6282264,0.1794933,0.13575,-0.8363914,0.2272466,0.1584966,0.13558,0.1197466,0.097875,-0.9670792,4979.222,3.508892,-11742.72,0,0,0,0.1152174,0.1152174,0.1152174,0.1152174,0.1152174,0.1152174,"RVegQ_7",0.1794933,-0.7224062,"LITCVR_B",0.1375,-0.831208,"LRCVQ_7B",0.1584966,-0.7734088,1.022229,1.20614,1.035655,NA,NA,NA,NA,NA,NA,NA
"2433","NLA06608-1060","8/14/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37.66794,-88.83968,"IL","Region_5","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","PLNLOW MAN-MADE","D","SO-SO",5,5140204,NA,"YES","YES",625026.1,42379.24,-88.83882,37.67001,"Illinois","WILLIAMSON","","",0.001312891,754.3454,453.2082,"IL","PLNLOW","TPL",72,"Interior River Valleys and Hills","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)","Y",5.15435,"01: <10 ha",0.0515435,1.516988,1.884909,1.8,1.8,132.18,10144919,5.140204e+12,"8/14/2007","S","CENPL",0,0,0.6282264,0.1794933,0.13575,-0.8363914,0.2272466,0.1584966,0.13558,0.1197466,0.097875,-0.9670792,4979.222,3.508892,-11742.72,0,0,0,0.1152174,0.1152174,0.1152174,0.1152174,0.1152174,0.1152174,"RVegQ_7",0.1794933,-0.7224062,"LITCVR_B",0.1375,-0.831208,"LRCVQ_7B",0.1584966,-0.7734088,1.022229,1.20614,1.035655,NA,NA,NA,NA,NA,NA,NA
"2434","NLA06608-1060","8/14/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,37.66794,-88.83968,"IL","Region_5","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","PLNLOW MAN-MADE","D","SO-SO",5,5140204,NA,"YES","YES",625026.1,42379.24,-88.83882,37.67001,"Illinois","WILLIAMSON","","",0.001312891,754.3454,453.2082,"IL","PLNLOW","TPL",72,"Interior River Valleys and Hills","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)","Y",5.15435,"01: <10 ha",0.0515435,1.516988,1.884909,1.8,1.8,132.18,10144919,5.140204e+12,"8/14/2007","S","CENPL",0,0,0.4061364,0.116039,0.31075,-0.4938333,0.1705195,0.2186173,0.1650847,0.1392514,0.2366069,-0.6079948,4979.222,3.508892,-11742.72,0,0,0,0.09545455,0.09545455,0.09545455,0.09545455,0.09545455,0.09545455,"RVegQ_7",0.116039,-0.8994952,"LITCVR_B",0.3211957,-0.4799154,"LRCVQ_7B",0.2186173,-0.6408909,0.6608518,2.817506,1.428498,NA,NA,NA,NA,NA,NA,NA
"2435","NLA06608-1060","8/14/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,37.66794,-88.83968,"IL","Region_5","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","PLNLOW MAN-MADE","D","SO-SO",5,5140204,NA,"YES","YES",625026.1,42379.24,-88.83882,37.67001,"Illinois","WILLIAMSON","","",0.001312891,754.3454,453.2082,"IL","PLNLOW","TPL",72,"Interior River Valleys and Hills","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)","Y",5.15435,"01: <10 ha",0.0515435,1.516988,1.884909,1.8,1.8,132.18,10144919,5.140204e+12,"8/14/2007","S","CENPL",0,0,0.4061364,0.116039,0.31075,-0.4938333,0.1705195,0.2186173,0.1650847,0.1392514,0.2366069,-0.6079948,4979.222,3.508892,-11742.72,0,0,0,0.09545455,0.09545455,0.09545455,0.09545455,0.09545455,0.09545455,"RVegQ_7",0.116039,-0.8994952,"LITCVR_B",0.3211957,-0.4799154,"LRCVQ_7B",0.2186173,-0.6408909,0.6608518,2.817506,1.428498,NA,NA,NA,NA,NA,NA,NA
"2436","NLA06608-1070","7/11/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46.09727,-97.23732,"ND","Region_8","NO","VI","Corn Belt and Northern Great Plains","VI","NATURAL","PLNLOW NATURAL","E","SO-SO",9,9020105,NA,"YES","",-95840.06,961492.5,-97.24073,46.10171,"North Dakota","RICHLAND","Grass Lake","Grass Lake",0.01022793,96.83028,87.25882,"ND","PLNLOW","TPL",46,"Northern Glaciated Plains","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","N",256.2104,"04:>100-500 ha",2.562104,6.839108,1.205303,4.2,4.2,330.05,6675304,9.020105e+12,"7/11/2007","S","CENPL",0.1530277,0,0.2863102,0.09106674,0.1426319,-0.8163547,0.8847,0.6462761,0.4471286,0.2668509,0.2926335,-0.5190831,15215.87,7.15917,-32094.3,0,0,0,0.8107143,0.7947368,0.7717949,0.7360656,0.6727273,0.8107143,"RVegQ_7",0.09106674,-0.9953917,"LITCVR_D",0.442635,-0.3442519,"LRCVQ_7D",0.2668509,-0.5577541,0.5186328,3.882763,1.743667,NA,NA,NA,NA,NA,NA,NA
"2437","NLA06608-1073","8/13/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45.22936,-117.2724,"OR","Region_10","NO","II","Western Forested Mountains","II","NATURAL","WMTNS NATURAL","F","REF",17,17060105,NA,"YES","",-1655437,1050506,-117.272,45.22969,"Oregon","WALLOWA","","Ice Lake",0.02043131,48.47333,10.83067,"OR","WMTNS","WMT",11,"Blue Mountains","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs","N",24.3012,"02:>10-50 ha",0.243012,3.086864,1.766439,29,29,2393.93,23440159,1.706011e+13,"8/13/2007","R","WEST",0.3004884,0.3004884,0.301483,0.101763,0.1949346,-0.6883847,0.2171315,0.1600935,0.1236895,0.1007728,0.1473586,-0.8031095,108276.7,52.92829,-280741.1,0,0,1,0,0,0,0,0,0,"RVegQ_8",0.1949346,-0.6883847,"LITCVR_D",0.09978261,-0.9594665,"LRCVQ_8D",0.1473586,-0.8031095,0.8509354,1.545576,0.9717474,NA,NA,NA,NA,NA,NA,NA
"2438","NLA06608-1075","8/27/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45.35265,-89.4724,"WI","Region_5","NO","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","C","REF",7,7070002,NA,"YES","",510907.4,895713.3,-89.47361,45.35167,"Wisconsin","LINCOLN","Echo Lake","Echo Lake",0.00595348,166.352,159.8556,"WI","PLNLOW","UMW",51,"North Central Hardwood Forests","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","Y",22.97503,"02:>10-50 ha",0.2297503,1.930862,1.136366,2.6,2.6,467.27,14726340,7.070002e+12,"8/27/2007","R","UMW",0.003921569,0.003921569,1.154106,0.3353045,0.3420103,-0.4534446,0.6776522,0.453087,0.3920455,0.2342677,0.2376206,-0.6062131,21191.47,10.30326,-41808.33,0,0,0,0.2551724,0.2551724,0.2551724,0.2551724,0.2551724,0.2551724,"RVegQ_2",0.3320598,-0.4658979,"LITCVR_D",0.133231,-0.8439631,"LRCVQ_2D",0.2326454,-0.6150279,1.315557,0.7896105,1.055081,"8/27/2007",NA,NA,NA,NA,NA,NA
"2439","NLA06608-1083","6/29/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.99374,-104.5793,"CO","Region_8","NO","V","South Central Cultivated Great Plains","V","MAN-MADE","PLNLOW MAN-MADE","E","SO-SO",10,10190003,NA,"YES","",-725083.6,312241.5,-104.5795,39.99909,"Colorado","WELD","Horse Creek Reservoir","Horse Creek Reservoir",0.08254681,11.99772,5.170879,"CO","PLNLOW","SPL",25,"High Plains","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","N",284.4633,"04:>100-500 ha",2.844633,10.50921,1.757729,7.9,7.9,1544.86,4054945,1.019e+13,"6/29/2007","S","CENPL",0.3794872,0,0.2166667,0.09523809,0.1596667,-0.7704035,0.422619,0.235119,0.2232241,0.1537797,0.1859939,-0.7077573,61792.99,38.62238,-161560.7,0,0,0,0.6056604,0.5958333,0.5837209,0.5684211,0.5484848,0.6056604,"RVegQ_7",0.09523809,-0.977827,"LITCVR_D",0.2123212,-0.6530191,"LRCVQ_7D",0.1537797,-0.78574,0.5423891,1.862467,1.004833,NA,NA,NA,NA,NA,NA,NA
"2440","NLA06608-1086","8/27/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47.34438,-100.0458,"ND","Region_8","NO","V","South Central Cultivated Great Plains","V","NATURAL","PLNLOW NATURAL","E","SO-SO",10,10160001,NA,"YES","",-307416.9,1105536,-100.0577,47.34618,"North Dakota","SHERIDAN","","",0.0165211,59.94597,54.02044,"ND","PLNLOW","NPL",42,"Northwestern Glaciated Plains","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","N",44.41426,"02:>10-50 ha",0.4441426,4.61935,1.955306,2.6,2.6,586.23,12571612,1.016e+13,"8/27/2007","S","CENPL",0.03559971,0.03559971,0.19732,0.05637715,0.02689993,-1.432974,0.1956886,0.1119386,0.08622213,0.03094435,0.01620574,-1.581604,27755.75,12.38178,-58656.81,0,0,0,0.8637931,0.8469072,0.8217949,0.7805085,0.7,0.8637931,"RVegQ_7",0.05637715,-1.177981,"LITCVR_D",0.005511551,-1.809345,"LRCVQ_7D",0.03094435,-1.387806,0.3210727,0.04834694,0.2021978,NA,NA,NA,NA,NA,NA,NA
"2441","NLA06608-1087","7/20/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35.05636,-82.33961,"SC","Region_4","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","EHIGH MAN-MADE","A","SO-SO",3,3050107,NA,"YES","",1231343,-185027.5,-82.33887,35.05585,"South Carolina","GREENVILLE","","Pennoyer Farm Pond",0.001312891,754.3454,377.5385,"SC","EHIGH","SAP",45,"Piedmont","E. Highlands: Large, warm, and deep reservoirs","N",4.393146,"01: <10 ha",0.04393146,0.845931,1.138524,2.8,2.8,294.39,9698077,3.050107e+12,"7/20/2007","S","SAP",0,0,0.5753555,0.1643873,0.1875,-0.7044329,0.1371936,0.1096936,0.100527,0.09108253,0.1026389,-0.9483116,10320.09,8.397742,-24239.74,0,0,0,0.3651899,0.3651899,0.3651899,0.3651899,0.3651899,0.3651899,"RVegQ_2",0.175,-0.7328283,"LITCVR_C",0.03666667,-1.330993,"LRCVQ_2C",0.1058333,-0.9361664,0.7456327,0.1918515,0.4586891,NA,NA,NA,NA,NA,NA,NA
"2442","NLA06608-1089","7/20/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47.92616,-114.4033,"MT","Region_8","NO","II","Western Forested Mountains","II","NATURAL","WMTNS NATURAL","F","REF",17,17010208,NA,"YES","",-1377685,1297045,-114.401,47.92689,"Montana","LAKE","Mary Ronan, Lake","Lake Mary Ronan",0.1264223,7.833853,1.694543,"MT","WMTNS","WMT",15,"Northern Rockies","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs","N",604.0887,"05:>500-5000 ha",6.040887,11.39443,1.307788,12.3,12.3,1128.1,24342310,1.701021e+13,"7/20/2007","R","WEST",0.003921569,0.003921569,0.4457843,0.293821,0.3138741,-0.4896238,0.4006605,0.2737855,0.2666974,0.1898918,0.1999183,-0.6779496,54066.32,23.53793,-129055.8,0,0,1,0.3297297,0.3297297,0.3297297,0.3297297,0.3297297,0.3297297,"RVegQ_8",0.3138741,-0.4896238,"LITCVR_D",0.0859626,-1.017898,"LRCVQ_8D",0.1999183,-0.6779496,1.116444,1.092077,1.10211,NA,NA,NA,NA,NA,NA,NA
"2443","NLA06608-1091","7/16/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46.64555,-99.56623,"ND","Region_8","NO","V","South Central Cultivated Great Plains","V","NATURAL","PLNLOW NATURAL","E","SO-SO",10,10130103,NA,"YES","",-273894.9,1026798,-99.60194,46.66979,"North Dakota","KIDDER","","Alkaline Lake",0.04063311,24.37355,21.96428,"ND","PLNLOW","NPL",42,"Northwestern Glaciated Plains","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","N",1623.509,"05:>500-5000 ha",16.23509,29.68684,2.078413,4.3,4.3,581.54,14684284,1.01301e+13,"7/16/2007","S","CENPL",0.3014162,0,0.005128205,0.001465201,5e-04,-1.978811,0.3057326,0.1532326,0.1120252,0.0286919,0.0282093,-1.417831,27140.35,12.46074,-57922.51,0,0,0,0.8047619,0.7876404,0.7630137,0.7245614,0.6560976,0.8047619,"RVegQ_7",0.001465201,-1.940618,"LITCVR_D",0.05591859,-1.180992,"LRCVQ_7D",0.0286919,-1.41238,0.008344447,0.490514,0.1874797,NA,NA,NA,NA,NA,NA,NA
"2444","NLA06608-1096","8/2/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42.80283,-98.66673,"NE","Region_7","NO","V","South Central Cultivated Great Plains","V","MAN-MADE","PLNLOW MAN-MADE","E","SO-SO",10,10150007,NA,"YES","",-216834.4,596929.6,-98.65936,42.80874,"Nebraska","BOYD","","Spencer Dam Reservoir",0.1295893,7.6424,1.952771,"NE","PLNLOW","NPL",42,"Northwestern Glaciated Plains","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","N",58.97622,"03:>50-100 ha",0.5897622,7.114667,2.613432,2.5,2.5,458.42,11644763,1.015001e+13,"8/2/2007","S","CENPL",0.2782143,0,0.364376,0.1041074,0.10025,-0.9576214,0.1145537,0.08765154,0.0757856,0.0682856,0.06635688,-1.117152,19624.38,10.70856,-45227.42,0,0,0,0.575,0.5591549,0.5387097,0.5113208,0.4727273,0.575,"RVegQ_7",0.1041074,-0.9426861,"LITCVR_D",0.03246377,-1.371981,"LRCVQ_7D",0.0682856,-1.106318,0.5929007,0.2847699,0.4461944,NA,NA,NA,NA,NA,NA,NA
"2445","NLA06608-1100","6/28/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.03618,-94.76923,"KS","Region_7","YES","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","PLNLOW MAN-MADE","C","TRASH",10,10270104,NA,"YES","",105547,172862.7,-94.77251,39.04393,"Kansas","WYANDOTTE","Quivira Lake","Quivira Lake",0.06918195,14.31549,7.632136,"KS","PLNLOW","TPL",40,"Central Irregular Plains","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","N",55.8673,"03:>50-100 ha",0.558673,5.71502,2.15692,8,8,251,3727261,1.02701e+13,"6/28/2007","T","CENPL",0.6060369,0,0.2135237,0.06445505,0.1077241,-0.9291345,0.2197275,0.1259775,0.1027033,0.05881443,0.08044898,-1.043596,9800.026,6.428656,-23787.9,0,0,0,0.8513158,0.8513158,0.8513158,0.8513158,0.8513158,0.8513158,"RVegQ_7",0.06445505,-1.128106,"LITCVR_D",0.05317382,-1.199463,"LRCVQ_7D",0.05881443,-1.16232,0.367077,0.466437,0.3843076,NA,NA,NA,NA,NA,NA,NA
"2446","NLA06608-1101","9/9/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41.16921,-74.4641,"NJ","Region_2","YES","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","MAN-MADE","EHIGH MAN-MADE","B","TRASH",2,2020007,NA,"YES","",1777442,613414.3,-74.46382,41.16671,"New Jersey","SUSSEX","","Highland Lake",0.04582429,21.61241,52.62994,"NJ","EHIGH","NAP",58,"Northeastern Highlands","E. Highlands: Cold northern lakes and reservoirs","N",128.7928,"04:>100-500 ha",1.287928,7.99645,1.98768,3.4,3.4,360.99,6201168,2.020007e+12,"9/9/2007","T","NAP",0.2190568,0,0.6291611,0.1797603,0.2975,-0.5121549,0.3073802,0.1986302,0.1651304,0.1190193,0.1778892,-0.7260983,14860.77,8.76898,-26880.69,0,0,0,0.7735043,0.7735043,0.7735043,0.7735043,0.7735043,0.7735043,"RVegQ_2",0.195,-0.6882461,"LITCVR_D",0.05827833,-1.165717,"LRCVQ_2D",0.1266392,-0.8644248,0.7268254,0.3976686,0.5911089,"9/9/2007",NA,NA,NA,NA,NA,NA
"2447","NLA06608-1102","7/16/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,48.04273,-91.80244,"MN","Region_5","NO","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","PLNLOW NATURAL","C","REF",9,9030001,NA,"YES","",315534.9,1183057,-91.80328,48.04356,"Minnesota","ST LOUIS","Alruss Lake","Alruss",0.001654875,598.458,432.3956,"MN","PLNLOW","UMW",50,"Northern Lakes and Forests","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","Y",11.79562,"02:>10-50 ha",0.1179562,1.634215,1.342282,13.4,13.4,422.34,7096101,9.030001e+12,"7/16/2007","R","UMW",0.1416488,0.1416488,0.661271,0.1889346,0.2661622,-0.5588358,0.2572451,0.1932475,0.1669214,0.1410572,0.179671,-0.721999,20290.72,8.790772,-38772.2,0,0,0,0,0,0,0,0,0,"RVegQ_2",0.1615,-0.7657359,"LITCVR_D",0.09317985,-0.9864051,"LRCVQ_2D",0.1273399,-0.8622032,0.639832,0.5522423,0.5775053,NA,NA,NA,NA,NA,NA,NA
"2448","NLA06608-1103","8/28/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40.20926,-83.1404,"OH","Region_5","YES","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","C","TRASH",5,5060001,NA,"YES","",1081732,376936.6,-83.12865,40.16711,"Ohio","DELAWARE","O'Shaughnessy Reservoir","O'Shaughnessey Reservoir",0.1264223,7.833853,6.710008,"OH","PLNLOW","TPL",55,"Eastern Corn Belt Plains","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","N",367.9788,"04:>100-500 ha",3.679788,36.65771,5.390748,12,12,257.81,5213695,5.060001e+12,"8/28/2007","T","CENPL",0.2006405,0,0.7587121,0.2167749,0.3245,-0.4756039,0.4658874,0.4306157,0.3432833,0.2677277,0.3215903,-0.4793982,10355.48,6.418435,-21431.4,0,0,0,0.5181818,0.5181818,0.5181818,0.5181818,0.5181818,0.5181818,"RVegQ_7",0.2167749,-0.644405,"LITCVR_D",0.3186806,-0.4832259,"LRCVQ_7D",0.2677277,-0.5563807,1.234551,2.795444,1.749397,NA,NA,NA,NA,NA,NA,NA
"2449","NLA06608-1107","8/27/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45.89057,-99.03926,"SD","Region_8","NO","V","South Central Cultivated Great Plains","V","NATURAL","PLNLOW NATURAL","E","TRASH",10,10130106,NA,"YES","",-236114.5,941702.1,-99.04383,45.89133,"South Dakota","MCPHERSON","","",0.1010127,9.804447,4.95282,"SD","PLNLOW","NPL",42,"Northwestern Glaciated Plains","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","N",58.9978,"03:>50-100 ha",0.589978,5.787081,2.125381,1,1,615.57,14748020,1.013011e+13,"8/27/2007","T","CENPL",0.03259789,0.03259789,0.01666667,0.004761905,0.00981614,-1.702981,0.06071429,0.03154762,0.0218254,0.006084656,0.008611774,-1.730212,28249.33,13.41364,-60968.41,0,0,0,0.7582569,0.743617,0.7234177,0.69375,0.6459184,0.7582569,"RVegQ_7",0.004761905,-1.830858,"LITCVR_D",0.007407407,-1.759266,"LRCVQ_7D",0.006084656,-1.793588,0.02711945,0.06497726,0.0397586,NA,NA,NA,NA,NA,NA,NA
"2450","NLA06608-1108","6/21/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.34795,-88.46819,"IL","Region_5","YES","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","C","SO-SO",5,5120114,NA,"YES","YES",642479.6,232595.2,-88.47806,39.34,"Illinois","COLES","Lake Matton","Lake Mattoon",0.02926005,33.84729,20.33534,"IL","PLNLOW","TPL",54,"Central Corn Belt Plains","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","N",363.2721,"04:>100-500 ha",3.632721,29.70944,4.397173,7.2,7.2,192.87,10431538,5.120114e+12,"6/21/2007","S","CENPL",0.112266,0,0.4995195,0.1693402,0.3548102,-0.437933,0.2159201,0.1502951,0.1562284,0.1191451,0.2118801,-0.6538817,7587.506,4.902644,-17064.76,0,0,0,0.6591549,0.6550725,0.6507463,0.6461538,0.6412698,0.6591549,"RVegQ_7",0.1693402,-0.7463223,"LITCVR_D",0.06895001,-1.102648,"LRCVQ_7D",0.1191451,-0.888922,0.9644069,0.6048246,0.7785227,NA,NA,NA,NA,NA,NA,NA
"2451","NLA06608-1108","6/21/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.34795,-88.46819,"IL","Region_5","YES","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","C","SO-SO",5,5120114,NA,"YES","YES",642479.6,232595.2,-88.47806,39.34,"Illinois","COLES","Lake Matton","Lake Mattoon",0.02926005,33.84729,20.33534,"IL","PLNLOW","TPL",54,"Central Corn Belt Plains","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","N",363.2721,"04:>100-500 ha",3.632721,29.70944,4.397173,7.2,7.2,192.87,10431538,5.120114e+12,"6/21/2007","S","CENPL",0.112266,0,0.4995195,0.1693402,0.3548102,-0.437933,0.2159201,0.1502951,0.1562284,0.1191451,0.2118801,-0.6538817,7587.506,4.902644,-17064.76,0,0,0,0.6591549,0.6550725,0.6507463,0.6461538,0.6412698,0.6591549,"RVegQ_7",0.1693402,-0.7463223,"LITCVR_D",0.06895001,-1.102648,"LRCVQ_7D",0.1191451,-0.888922,0.9644069,0.6048246,0.7785227,NA,NA,NA,NA,NA,NA,NA
"2452","NLA06608-1108","7/2/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,39.34795,-88.46819,"IL","Region_5","YES","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","C","SO-SO",5,5120114,NA,"YES","YES",642479.6,232595.2,-88.47806,39.34,"Illinois","COLES","Lake Matton","Lake Mattoon",0.02926005,33.84729,20.33534,"IL","PLNLOW","TPL",54,"Central Corn Belt Plains","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","N",363.2721,"04:>100-500 ha",3.632721,29.70944,4.397173,8.2,8.2,192.87,10431538,5.120114e+12,"7/2/2007","S","CENPL",0.154945,0,0.3187565,0.09107329,0.2254167,-0.6281628,0.2005366,0.1230366,0.1214057,0.09529462,0.1624663,-0.7632957,7587.506,4.902644,-17064.76,0,0,0,0.5984848,0.5984848,0.5984848,0.5984848,0.5984848,0.5984848,"RVegQ_7",0.09107329,-0.9953636,"LITCVR_D",0.09951595,-0.9605226,"LRCVQ_7D",0.09529462,-0.9775938,0.5186701,0.8729469,0.6226779,NA,NA,NA,NA,NA,NA,NA
